ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,
516,20,12,12,15,20,.,4,4,4,4,4,4,5,5,5,5,5,5,5,1,1,2,4,3,4,1,2,3,1,3,2,1,4,2,2,4,4,4,6,3,2,1,1,2,3,2,1,2,5,2,4,1,
517,25,12,6,8,6,6,4,3,3,2,2,1,1,1,1,1,1,1,5,1,2,4,5,5,3,1,5,5,1,1,1,1,2,4,3,2,5,1,2,5,1,1,1,4,1,3,1,.,5,3,5,1,
518,16,20,25,6,16,20,1,1,1,1,1,1,1,1,2,2,2,2,5,2,3,4,4,3,5,1,4,4,1,4,2,1,4,2,2,3,4,5,3,3,1,1,1,2,3,2,5,5,1,1,4,1,
519,16,16,12,25,16,20,1,1,2,2,3,3,4,4,5,5,5,5,4,2,2,4,3,4,4,2,3,4,2,2,4,2,4,2,3,4,4,4,3,5,2,1,1,2,3,2,6,6,4,2,5,1,
520,16,12,16,25,12,12,4,4,4,5,5,5,5,5,5,5,5,5,4,2,2,4,5,2,4,2,4,4,2,1,2,2,4,4,2,2,2,5,5,3,2,2,1,2,0,1,5,.,5,1,5,2,
521,16,25,16,25,4,25,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,5,4,4,2,2,4,2,2,2,2,5,2,2,2,4,5,2,3,1,2,1,1,0,1,6,.,2,1,4,1,
522,6,25,20,25,12,20,1,1,2,2,2,3,3,3,3,4,4,4,4,2,2,4,5,3,3,2,2,4,3,2,2,3,4,2,2,2,2,3,3,2,2,2,1,2,0,2,4,.,1,2,2,1,
523,16,8,9,15,12,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,4,3,5,3,4,3,1,1,1,3,4,2,3,2,3,5,1,5,2,2,2,1,0,0,1,.,5,0,1,2,
524,25,20,15,15,25,15,3,3,3,3,4,4,4,4,4,4,4,4,4,2,1,4,5,4,5,1,4,5,1,1,1,1,4,4,3,2,3,4,4,4,1,1,1,2,3,2,6,5,3,1,5,1,
525,25,12,9,16,16,16,3,3,4,4,4,4,4,4,5,5,5,5,5,2,1,4,4,4,4,2,3,4,2,2,2,2,4,4,4,2,4,4,2,4,2,1,1,2,2,2,4,3,5,2,4,1,
526,20,25,20,5,20,20,1,1,1,1,1,1,1,2,2,3,4,4,4,1,1,4,5,2,4,1,3,4,1,1,1,1,5,4,1,4,2,5,3,5,1,1,1,4,0,3,6,2,1,3,8,1,
527,9,12,9,25,15,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,1,2,2,2,4,2,2,4,4,3,2,4,4,3,3,1,1,1,2,2,3,5,4,.,1,6,1,
528,20,9,12,5,25,.,4,4,4,5,5,5,5,5,5,5,5,5,2,2,5,2,5,1,5,1,3,5,1,1,1,2,5,4,2,1,2,1,6,5,1,2,1,1,0,2,6,.,2,1,8,1,
529,9,25,25,16,15,16,2,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2,4,2,4,2,3,4,2,1,2,2,2,4,2,2,3,4,2,3,1,1,1,2,2,2,6,3,5,1,7,1,
530,16,25,20,20,3,10,2,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,5,1,5,1,3,4,1,1,1,1,4,4,3,3,3,5,3,2,1,2,1,3,0,3,4,.,5,2,6,1,
531,20,12,8,4,16,25,1,1,1,2,4,4,4,4,4,5,5,5,2,4,4,4,2,2,4,1,2,4,3,2,2,1,4,2,4,2,3,5,5,5,2,1,1,3,0,2,.,4,5,2,6,1,
532,.,.,2,20,4,16,.,.,.,.,.,.,.,.,.,.,.,.,4,2,3,3,4,5,5,2,3,4,2,.,4,3,4,2,4,4,5,2,.,6,.,1,2,2,0,0,2,1,5,0,2,1,
533,4,16,8,5,6,12,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,4,3,4,2,3,4,2,2,2,2,4,4,2,4,3,3,2,4,1,1,1,4,0,4,2,2,4,2,6,1,
534,25,25,1,25,25,25,2,2,2,4,5,5,5,5,5,5,5,5,5,3,2,4,4,2,4,1,1,5,1,1,1,1,2,3,2,2,2,1,4,4,2,1,1,2,3,3,3,4,5,2,6,1,
535,25,15,3,1,4,9,1,2,3,3,4,5,5,5,5,5,5,5,2,1,4,2,5,3,5,1,2,4,1,2,2,1,1,4,4,5,4,5,2,3,1,2,1,1,0,1,6,.,1,0,1,1,
536,25,20,20,16,10,25,1,2,2,2,2,3,4,4,5,5,5,5,4,1,2,3,4,3,5,1,2,4,1,2,2,1,3,2,1,3,3,5,2,2,1,2,1,2,0,3,6,.,3,1,4,1,
537,12,25,25,20,6,25,3,3,3,4,4,5,5,5,5,5,5,5,2,3,3,4,3,4,3,1,2,4,3,4,4,1,3,3,3,4,4,3,5,3,1,1,1,2,2,2,5,2,3,1,6,1,
538,16,20,16,16,15,20,4,4,4,4,4,5,5,5,5,5,5,5,4,2,2,4,4,2,5,1,4,2,1,2,2,1,4,4,2,2,2,5,4,5,2,2,1,1,0,2,6,.,5,1,8,1,
539,15,12,20,15,20,15,2,2,3,3,3,4,4,5,5,5,5,5,4,1,1,4,5,1,4,2,3,5,2,1,2,3,5,3,1,4,1,4,3,2,2,2,1,4,0,4,5,.,5,4,6,1,
540,16,25,25,20,16,20,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,4,4,2,3,4,2,2,2,2,4,2,2,4,2,4,2,4,2,2,1,1,0,1,5,.,3,1,4,1,
541,20,25,20,20,15,25,1,1,1,1,1,2,2,2,3,4,5,5,4,1,4,1,1,5,5,1,1,1,1,5,5,1,3,1,5,5,5,5,4,5,1,1,1,2,1,2,6,6,5,2,8,1,
542,25,9,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,5,3,1,2,2,4,4,5,1,4,2,1,3,2,3,2,2,4,3,2,4,6,2,1,2,1,1,0,1,4,.,5,1,.,1,
543,9,25,16,25,25,25,1,1,1,1,1,1,1,1,1,1,1,1,.,3,3,3,4,2,3,3,3,4,2,2,3,3,3,3,3,3,3,4,.,6,1,1,2,2,0,0,1,1,5,0,1,2,
544,12,12,9,12,12,16,4,4,3,2,2,2,1,1,1,1,1,1,4,2,3,2,5,3,4,2,3,4,3,2,2,2,4,4,2,2,3,4,3,2,2,2,1,3,0,3,5,.,5,3,7,1,
545,25,25,20,20,.,25,.,.,.,.,.,.,.,.,.,.,.,.,5,1,1,5,5,1,5,1,.,5,1,.,1,1,5,4,1,4,5,5,.,6,1,1,1,2,0,0,2,1,5,0,1,1,
546,20,20,20,20,25,20,4,5,4,3,4,3,3,2,4,5,4,3,5,2,1,5,4,3,3,2,2,5,2,1,2,1,3,4,2,2,1,5,.,6,2,2,2,1,0,0,1,.,5,0,1,2,
547,20,25,25,25,25,20,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,5,5,5,2,4,4,1,4,1,4,2,2,2,2,2,5,5,5,2,1,1,2,0,1,3,3,5,2,5,1,
548,25,25,25,25,20,25,1,2,3,3,4,5,5,5,5,5,5,5,4,2,3,5,5,3,5,1,5,5,1,1,1,1,1,4,2,1,2,1,3,5,1,1,1,2,0,3,5,5,5,2,2,3,
549,12,15,20,12,4,20,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,2,4,5,2,2,4,2,2,2,2,2,2,3,4,4,4,7,3,1,1,1,2,0,2,5,4,2,1,8,1,
550,20,20,25,25,15,25,3,3,3,2,2,2,2,5,5,5,5,5,5,2,2,4,5,4,4,1,2,4,2,3,2,3,5,4,2,2,3,5,6,4,1,1,1,2,2,2,3,3,2,2,4,1,
551,12,9,9,12,9,9,4,4,4,4,4,4,4,4,5,5,5,5,4,2,3,3,4,2,3,3,3,2,3,2,2,3,4,4,2,3,3,3,6,5,1,1,1,2,0,1,2,1,2,1,5,1,
552,12,20,12,6,1,20,1,1,1,2,3,4,4,4,4,5,5,5,4,2,3,4,2,4,5,1,3,3,1,3,2,2,4,4,4,2,4,5,1,2,2,2,1,5,0,4,4,.,5,2,8,1,
553,10,25,25,12,6,8,1,1,2,2,2,3,3,4,4,4,5,5,4,1,1,5,5,5,1,1,2,2,5,1,1,4,1,4,2,5,2,1,4,2,1,1,1,2,1,2,6,5,1,2,6,1,
554,16,9,9,8,16,12,4,4,3,2,2,2,2,1,1,1,1,1,3,3,3,2,5,1,4,2,.,4,2,2,2,2,3,3,2,3,3,4,.,3,2,2,1,1,1,1,1,.,2,1,4,1,
555,3,8,6,16,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,5,2,4,2,2,2,2,2,4,2,2,3,2,3,5,1,1,2,2,1,2,4,2,5,1,5,1,
556,12,9,6,3,12,12,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3,4,2,4,2,4,4,2,2,2,4,3,2,2,2,2,5,6,5,1,1,1,2,1,2,4,4,5,1,6,1,
557,9,25,12,25,12,20,1,1,1,1,3,3,3,3,4,4,4,5,5,2,3,4,4,3,4,1,3,3,3,3,2,1,4,2,3,2,3,4,4,3,2,1,1,2,1,2,4,6,3,2,8,1,
558,9,12,12,16,8,8,1,1,2,2,3,3,.,5,5,5,5,5,4,2,3,3,4,4,4,2,2,5,2,1,2,4,4,3,2,2,4,4,4,3,1,1,1,2,0,2,6,6,2,2,8,1,
559,20,16,9,20,25,15,1,1,1,1,1,1,3,3,3,3,3,3,5,2,2,4,2,4,4,2,2,4,2,2,2,2,4,2,4,2,4,4,3,5,2,1,1,2,0,2,2,3,1,1,4,1,
560,12,15,12,15,16,20,2,2,3,3,4,4,4,5,5,5,5,5,4,2,2,2,5,3,4,1,3,5,2,2,2,1,5,4,3,2,3,4,1,2,2,2,1,2,0,2,4,.,2,0,1,1,
561,5,5,.,25,25,25,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,2,4,2,.,.,1,5,3,1,1,3,3,2,2,2,2,3,2,6,2,1,1,2,0,2,4,4,5,0,.,1,
562,25,16,4,20,25,25,2,3,3,3,3,4,4,4,4,5,5,5,4,1,1,5,4,.,4,2,2,4,1,1,1,4,4,2,5,1,5,5,2,5,2,1,1,2,0,2,5,5,5,0,8,1,
563,12,8,4,20,.,.,2,2,2,3,3,4,4,4,4,5,5,5,2,1,1,4,2,3,4,2,3,3,2,2,2,3,3,4,3,3,3,4,2,4,2,1,1,2,4,3,2,1,5,1,4,2,
564,20,16,12,20,12,15,4,4,3,3,3,2,2,2,1,1,1,1,4,2,4,5,5,2,3,2,3,4,3,1,1,3,2,4,2,2,3,3,5,2,1,2,1,3,0,2,5,.,5,1,6,1,
565,9,20,25,4,3,16,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,4,5,4,5,1,4,4,1,2,2,1,4,3,2,3,3,5,3,3,1,1,1,2,2,2,5,5,3,1,5,1,
566,12,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,2,3,4,3,2,3,2,3,4,2,4,2,3,3,4,2,2,3,4,3,5,2,2,1,1,0,1,3,.,5,1,1,1,
567,9,9,9,25,9,25,5,5,5,4,3,3,1,1,1,1,1,1,5,2,2,2,5,2,5,2,2,4,1,5,2,2,2,4,2,4,2,1,5,1,2,2,1,1,1,3,2,.,5,1,.,1,
568,25,20,9,12,25,15,2,2,2,2,3,.,4,4,5,5,5,5,5,1,1,2,5,3,2,1,1,5,3,5,.,1,5,4,3,2,3,3,3,5,1,1,1,3,0,3,6,1,4,2,8,1,
569,16,16,16,16,16,16,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,4,4,4,4,2,4,4,2,2,2,2,2,4,4,3,3,4,3,5,1,1,1,3,2,3,2,2,5,2,4,1,
570,9,16,2,16,4,16,1,1,1,1,1,1,1,1,1,1,3,2,4,2,4,4,4,4,4,2,3,2,2,2,4,2,2,2,4,2,2,4,.,2,2,2,2,2,1,0,1,.,2,0,3,2,
571,.,20,15,4,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,5,5,1,2,2,5,4,1,5,4,5,4,5,5,1,5,1,1,1,2,0,2,2,2,5,2,.,1,
572,5,5,1,5,1,5,.,.,.,.,.,.,.,.,.,.,.,.,3,2,2,3,4,4,4,2,4,4,2,2,2,2,2,2,3,2,5,4,5,3,1,2,1,1,0,3,3,.,5,1,6,1,
573,12,8,9,16,16,20,1,1,2,4,4,4,5,5,5,5,5,5,3,2,2,2,4,2,1,1,3,4,3,2,1,3,4,4,1,2,2,3,4,2,1,2,1,3,1,3,4,.,3,1,8,1,
574,12,25,16,16,16,15,4,4,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,2,4,1,3,5,2,2,1,4,5,4,2,2,2,4,1,2,1,2,1,1,0,1,4,.,1,0,1,1,
575,16,9,6,4,16,.,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,5,2,4,4,5,3,2,5,3,5,1,2,4,4,2,5,5,3,4,2,1,1,2,2,2,3,3,5,.,7,1,
576,9,20,20,16,15,.,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,1,4,.,3,2,1,5,.,.,1,
577,6,6,9,25,25,25,3,3,3,3,2,2,2,2,2,1,1,1,2,1,2,4,4,4,5,1,4,4,1,2,1,2,2,4,4,5,4,4,2,6,1,1,1,2,0,2,6,6,5,1,6,1,
578,6,16,16,25,12,25,3,5,4,5,.,.,.,.,.,.,.,.,5,2,.,5,4,1,2,4,.,4,2,1,2,5,3,2,2,2,4,2,5,5,1,1,1,2,2,2,1,2,5,2,2,2,
579,9,25,12,25,25,25,5,5,5,4,3,3,.,1,1,1,1,1,5,1,1,5,5,1,5,1,4,5,3,5,1,1,4,2,1,5,1,5,3,3,1,1,2,2,2,1,4,4,3,1,5,2,
580,16,10,9,25,25,25,.,.,.,.,3,.,.,.,.,.,.,.,4,4,3,5,4,4,5,1,3,5,2,5,1,1,5,2,4,2,5,2,3,6,1,1,1,2,0,2,2,2,5,0,3,1,
581,6,10,12,5,25,20,2,2,2,3,3,3,4,4,4,5,5,5,2,3,4,2,3,2,3,3,2,4,3,2,2,3,2,2,2,3,2,3,7,5,1,1,1,4,4,2,4,.,5,2,2,2,
582,20,12,12,25,25,25,5,5,3,3,3,1,1,1,1,1,1,1,5,1,1,5,5,1,5,2,1,5,2,2,3,2,3,2,2,3,2,4,3,4,2,1,1,2,1,3,2,1,5,1,1,2,
583,12,9,9,15,12,12,5,5,2,2,2,2,1,1,1,1,1,1,4,2,2,4,4,2,4,2,.,4,2,2,2,2,4,4,2,2,4,2,2,5,2,2,1,1,0,1,3,.,5,1,4,1,
584,12,9,12,6,16,9,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,5,4,4,1,3,4,2,2,2,2,3,3,4,3,4,5,3,3,1,1,1,2,2,2,4,2,2,1,4,1,
585,12,20,9,25,25,25,.,.,.,.,.,.,.,.,.,.,.,.,4,2,2,4,4,5,5,2,1,4,3,1,1,1,4,5,3,1,4,3,3,5,1,1,1,2,0,2,2,2,5,1,4,1,
586,20,20,16,25,20,25,.,.,4,.,.,.,.,.,.,.,.,.,2,2,2,4,4,4,5,1,5,4,5,4,4,5,4,2,3,4,4,5,4,5,.,1,1,4,0,1,2,1,5,0,3,2,
587,25,20,16,16,16,20,4,4,4,3,3,2,2,1,1,1,1,1,5,2,2,5,4,3,4,1,4,4,1,2,2,1,4,4,3,2,3,4,5,2,2,1,1,2,2,3,4,4,2,1,3,2,
588,25,20,25,3,25,25,2,3,4,4,4,5,5,5,5,5,5,5,4,1,5,3,5,3,5,1,1,5,1,2,2,1,5,4,3,1,3,5,2,2,2,2,1,1,0,1,4,.,2,0,2,1,
589,9,16,6,25,16,12,5,.,.,.,.,.,.,.,.,.,.,.,4,3,2,4,3,4,4,3,4,4,4,2,2,3,4,4,2,2,3,4,4,6,1,1,1,2,0,1,1,1,5,.,2,1,
590,25,20,10,12,12,15,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,4,4,2,4,2,2,4,2,2,2,2,4,4,3,2,2,4,3,5,2,2,1,1,0,1,3,.,3,0,2,1,
591,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,1,4,1,4,4,1,4,4,2,4,4,3,4,1,3,2,4,1,1,1,2,2,2,4,4,2,2,5,2,
592,25,20,6,25,9,25,2,3,3,3,3,4,4,4,4,5,5,5,2,2,2,4,2,2,4,2,3,3,2,4,2,3,2,4,3,2,3,4,2,4,1,1,1,4,1,1,1,1,2,1,3,2,
593,12,16,12,6,10,12,2,2,2,2,2,2,2,3,3,3,4,4,4,2,2,4,4,3,3,2,3,4,2,2,2,3,4,4,3,2,3,4,3,6,2,2,1,2,0,1,6,.,5,0,3,1,
594,12,20,25,8,16,12,2,2,2,3,3,3,3,4,4,4,4,5,3,2,3,3,4,4,3,1,3,4,3,2,2,3,2,3,2,2,2,3,3,2,1,2,1,3,0,3,4,.,1,0,2,1,
595,1,12,9,25,25,25,.,.,.,.,4,.,.,.,.,.,.,.,5,1,2,4,5,4,3,2,3,4,3,1,1,2,5,4,3,2,3,3,2,6,1,1,1,2,0,2,6,5,5,0,8,1,
596,6,10,9,8,15,12,2,2,2,2,3,3,4,4,4,4,4,4,4,4,2,2,2,4,4,2,1,4,2,2,2,2,2,4,4,3,4,4,3,2,1,2,1,3,1,3,4,.,5,1,6,1,
597,20,15,8,20,16,20,1,1,2,3,4,4,4,4,4,5,5,5,4,2,2,3,4,3,4,2,2,4,2,2,2,2,2,3,3,4,3,2,6,4,1,1,1,2,1,2,5,2,5,1,6,1,
598,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
----,--,--,--,--,--,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
